index,review,label
99,I got in to this excellent program in about season 4 and since then i have seen all the episodes got all the episodes on DVD and keeps getting better and better with the seasons of 9 and 10. It now may not have Richard Dean Anderson now but the addition of Ben Browder and Claudie Black it has still given the show more strength and original still even after 10 seasons. Sadly now the sci-fi channel got rid of this amazing show with no hope relay for a 11 season there are making two direct to DVD movie and hopefully more. Atlantis is still going strong on its 4th seasons. And there is a third spin off in the works the stargate franchise is nowhere near dead. This TV show is a must see for all sci-fi fans and people of genres because this has such a wide range of things to appeal to all ages and all types of people Watch IT !!!!! 10/10,1
23463,"Unbelievably awful film. I watched part of this on T.V. recently. My jaw dropped as I watched a horrendously conceived plot and listened to mind-numbing drivel. Not a single line from the master of one-liners could come close to producing anything resembling a chuckle. It was so bad it made me want to exhume Rodney Dangerfield's body, slap him around and scream, ""How could you?"" I know many films are done in haste, hoping to cash in on the popularity of a given actor or theme. But please, Hollywood, show a little respect for your audience. It's sad and scary that people were expected to pay to see such tripe. The bottom of the cesspool, even by Sunday afternoon television standards.",0
13019,"I didn't know what to expect from the film. Well, now I know. This was a truly awful film. The screenplay, directing and acting were equally bad. The story was silly and stupid. The director could have made a smart and thought provoking film, but he didn't. I squirmed in my seat for the last half of the movie because it was so bad. Where was the focus to the film? Where was anything in this film? Christians should boycott this film instead of promoting it. It was shabbily done and a waste of my money. Do not see this film.",0
13995,"Faith Domergue (better known as ""Dr. Ruth"" in THIS ISLAND EARTH) is the only reason to watch this film. The story is very thin, and once the Air Force buddies return to the States with a Cobra Curse upon them the action is just a waiting game. See Faith the Snake Woman and try to pretend the rest isn't happening.",0
4157,"this is one of the funniest shows i have ever seen. it is really refreshing to watch and i was in stitches many times. i guess there is a social awareness factor to this too which makes it quite interesting. if these were white girls would they get the same reaction? maybe they would, maybe they wouldn't? the characters know no limits (check my lyrics) and do not exclude anyone from their twisted sense of fun!There are so many funny sketches. my favorites is the bob the builder one. it's so silly it's genius. if you like twisted black comedy then this is for you. if you like keeping up appearances it probably isn't.3 non blonde's is yet another hilarious British BBC comedy shown on TV! It is such a funny show and the characters unleashed on the unsuspecting public are laugh at loud funny! It would be impossible to keep a straight face watching the crazy characters and the reactions of the public! This series easily adds to the excellent comedies being produced!",1
7719,"One of the most disturbing and tragic periods in American history began. The members of the Summer of Love culture, at the end of the seventies and onset of the 80's, were eventually tool old for love beads and all night parties and evolved back into mainstream life, whatever that meant. For those who could not out grow their youthful and sometimes irrational exuberance, their's was the culture of Wonderland. A love for drugs and a sense of entitlement coupled with a distaste for authority, values and ""the establishment"" is the world that the film captures. <br /><br />The sixties were a time of revolution and violent change that tore the American ""house"" apart. Once the battles were over, we all had to deal with the aftermath of the carnage. The characters in the Wonderland house are icons of the misfits of the Seventies; part biker, part hippie, part crook, all outcast. No ideology to express, just a sense of dissatisfaction with everything and allegiance to nothing. Ron, Billy and David fancy themselves as some sort of Robin Hoods with dope. They talk of love and behave violently; they take from the rich and sell to the misbegotten; they steal from everyone.<br /><br />Holmes and company are the end result of a strange collision of anti-matter like sex, and drugs and rock & roll, when the lab technicians get bored and move on. <br /><br />The film is skillfully directed and paced and captures the frenetic world of the drug fiends in their element. The fact that Holmes is a porn star is almost irrelevant. That story was told in ""Boogie Nights"". This is a story of a transitional and forgettable era.",1
20579,"I cannot believe that they managed to spend US$17million on this film. Spectacularly bad acting, egregious scripting and effects that you could do on your average PC, unbelievable plot contrivances...a reporter who can get an inexperienced stewardess a major job at the UN? What? Not only that, but the message of this film is so unsubtle that you come out feeling as if they've tried to batter you over the head with a full size crucifix. All this movie will do will preach to the choir and make everyone else laugh at such a ridiculous waste of money. If the makers of this film really wanted to sway people to christianity and show what it means to truly believe, they would have used the money to help people truly in need. Now, /that/ might have swayed some people into actually listening to them.",0
5627,"Corean cinema can be quite surprising for an occidental audience, because of the multiplicity of the tones and genres you can find in the same movie. In a Coreen drama such as this ""Secret Sunshine"", you'll also find some comical parts, thriller scenes and romantic times. ""There's not only tragedy in life, there's also tragic-comedy"" says at one point of the movie the character interpreted by Song Kang-ho, summing up the mixture of the picture. But don't get me wrong, this heterogeneity of the genres the movie deals with, adds veracity to the experience this rich movie offers to its spectators. That doesn't mean that it lacks unity : on the contrary, it's rare to see such a dense and profound portrait of a woman in pain.<br /><br />Shin-ae, who's in quest for a quiet life with her son in the native town of her late husband, really gives, by all the different faces of suffering she's going through, unity to this movie. It's realistic part is erased by the psychological descriptions of all the phases the poor mother is going through. Denial, lost, anger, faith, pert of reality : the movie fallows all the steps the character crosses, and looks like a psychological catalog of all the suffering phases a woman can experience.<br /><br />The only thing is to accept what may look like a conceptual experience (the woman wears the mask of tragedy, the man represents the comical interludes) and to let the artifices of the movie touch you. I must say that some parts of the movie really did move me (especialy in the beginning), particularly those concerning the unability of Chang Joan to truly help the one he loves, but also that the accumulation of suffering emotionally tired me towards the end. Nevertheless, some cinematographic ideas are really breathtaking and surprising (the scene where a body is discovered in a large shot is for instance amazing). This kind of scenes makes ""Secret Sunshine"" the melo equivalent of ""The Host"" for horror movies or ""Memories of murder"" for thrillers. These movies are indeed surprising, most original, aesthetically incredible, and manage to give another dimension to the genres they deal with. The only thing that ""Secret Sunshine"" forgets, as ""The host"" forgot to be scary, is to make its audience cry : bad point for a melodrama, but good point for a good film.",1
8158,"I just saw this movie at a sneak preview and all I can say is...""What did I just watch????"" And I mean that in a good and bad way.<br /><br />The plot is really simple. Stiller and Black play friends/neighbors. Stiller is the focused, hardworker while Black is a dreamer. Black invents this idea to create a spray that erases poo. The idea becomes very popular, and Black becomes very rich. The extravagant lifestyle that Black gains and the fact that he still tries to be best friends with Stiller causes Stiller to become crazy with envy.<br /><br />As I said, the plot is simple. Everything else is plain odd. The direction is odd, with a weird rotating opening shot to out-of-nowhere sped up sequences. The dialouge and the acting is very odd; odd in a rambling sort of way. And the sound track is the oddest thing in the movie, from the weird ""Envy"" song that keeps on reappearing to the scene where you think you're going to hear a classic 80's song but suddenly it's in Japanese.<br /><br />So, the true question is this...is odd funny? That depends purely on the individual. I was cracking up at the shear unwavering weirdness of the movie. After the screening I heard people call it horribly unfunny and glad that it was free. Strangely, I understood their point. There are no jokes whatsoever, so if you aren't hooked by the uniqueness of it all, you will hate this movie. Absolutely hate it.<br /><br />This movie is destined to lose a lot of money at the box office and become a DVD cult classic. If you can laugh at a movie with no real jokes, like Cable Guy or Punch Drunk Love, then I suggest you see it. If you don't, run away from this movie. It'll only make you mad.",1
4596,"Any child old enough to sit up in front of a screen will be absolutely captivated by the beautifully drawn images and wonderful music in this heartfelt and humorous re-write of the Grimms' fairytale. They'll be singing 'Bibbity-Bobbity-Boo' before they can even formulate a complete sentence and will continue singing it till their dying days. It is a classic for all children, especially those adults who are young at heart.",1
8818,"In the history of movies based on comic books, ""Mystery Men"" is one of the most underrated ones. This is no regular comic superhero movie! It follows the exploits of a motley crew of well-meaning wannabes, which include Mr. Furious (played by Ben Stiller), the Bowler (Janeane Garofalo), the Shoveller (William H. Macy), the Blue Rajah (Hank Azariah) and the Spleen (Paul Reubens). ""Mystery Men"" spoofs several aspects of superhero movies like ""Superman"" or ""Batman,"" such as the pithy sayings, and the questions about secret identities. Most of the superheroes aren't billionaires like Bruce Wayne, but blue-collar types with menial jobs and neurotic home lives. So it looks as if director Kinka Usher is making the heroes into something the average viewer can relate to. I found ""Mystery Men"" to be visually stimulating and very funny. Even if it doesn't turn into a franchise, it's still a joy to watch!",1
23360,"Oh, man! This thing scared the heck out of me when I first watched it... and I was SIXTEEN!!!<br /><br />That creepy animated Barbie is scary as hell! I want to stop talking about her now.",0
8757,"Of course, he did have to INVENT EVERYTHING about cinematography, film directing, etc. before he could make classics like ""The Gardner,"" so I suppose he may be forgiven this initial excursion into mere sociological documentary. Today we call them ""home movies,"" and they are just as boring now as this one is",1
24532,"Former brat pack actor and all round pretty boy Rob Lowe stars in a film set in a high security American prison . I had a gut feeling his character was going to be popular for all the wrong reasons like Tobias in the first series of OZ , but PROXIMITY isn`t that kind of film , it`s more like a "" Man on the run "" film like THE FUGITIVE . It also makes a nod to the themes of punishment and justice with James Coburn putting in a cameo as the spokesman for a justice for victims pressure group but any intelligent discussion on how society should treat criminals is completely ignored as the film degenerates into tired old cliches of shoot outs and car chases",0
22280,"A phenomenal achievement in awfulness. It's actually hilariously awful.<br /><br />First off...Nicholas Cage must now have made it to the finals in the Over-Emoting Category in his acting class. Wearing new hair plugs and with a face that has been lifted so many times his pinned back ears seem to be straining to touch in the back he oozes not only a sick smarmiess but creates a ""hero"" character that you have no vested interest in.<br /><br />I don't know what it is with Neil Labute and female characters. He makes females out to be totally deviant and evil...and pays them back by having Cage punch several of them directly in the face and call them all ""b****es"" a few times too. I've enjoyed LaBute's early films and a few of his plays...but it's a strange fascination he has.<br /><br />I'd give this film a 2 out of 10 solely based on Ellen Burstyn's performance. By the time she finally makes her appearance (bravely soldiering through her scenes with her wig line clearly visible on her forehead) it seems like all hope may be lost. She deserves an Oscar right here and now for saying her lines with a straight face and when she appears wearing a white mumu and blue, white, and gold face paint booming about The Wicker Man you know that working with Scorcese and Friedkin really prepped her for this role dang well.<br /><br />This movie is so wrong-headed and cuckoo that is has to be seen to be believed.<br /><br />Highlights include: Nicholas Cage running away from a swarm of bees and then falling down a hill.<br /><br />Nicholas Cage stealing a bicycle and looking like Ms. Gulch from The Wizard of Oz riding around on it.<br /><br />Nicholas Cage running around the island kicking down doors looking for the missing girl.<br /><br />Leelee Sobieski PLUMMETING from a once-promising acting career in a ""brawl"" with Cage.<br /><br />Ellen Burstyn dancing around in a said while mumu.<br /><br />Nicholas Cage screaming ""Who burned it? Who burned it? Who burned it?Who burned it?Who burned it?Who burned it?"" for no reason.<br /><br />Nicholas Cage in a bear costume (I'm not kidding) running through the woods, taking off the costume (but leaving the bear feet on) and then doing some karate moves to some villains.<br /><br />And you haven't lived until you have seen the final 15 minutes of the movie and its dreadful epilogue that looked like it was shot yesterday in your cousin's basement.<br /><br />Needless to say, if you can make it through this film without laughing out loud then you deserve a medal. There was actually a point in the movie where I stopped snickering to wonder if maybe this wasn't an elaborate send-up of ""hysteria"" films...only to be reminded when Cage would scream/shout/whisper his dialogue that he really was taking himself quite seriously.<br /><br />I think this one is destined to be a cult film all over again...just because it's so dreadful.",0
24440,"When I look for new cars, I expect not to be shown boats. When I drink fountain Coke, I should expect that the drink contains Coke. When I watch a movie that embellishes itself with the name of en excellent scientist, I expect that it is in some way relevant to that person or their work. This could have been people discussing my grannys' diary. The material covered is relevant only in that they vaguely tirade science. I fell asleep the first time I tried to watch it, & the second time I stopped watching it.<br /><br />I love science & documentaries. I would rather watch them over the latest blockbuster. However this falls far short of providing anything worth your time  Avoid at all costs.",0
8993,"""Dressed to Kill"" is surely one of the best horror/thriller movies ever made.It's taut,stylish and extremely suspenseful mixture of sex and violence.The acting is pretty good,the orchestral score by Pino Donaggio is unforgettable and there's plenty of surprises to keep thriller fans intrigued.""Dressed to Kill"" is a murder mystery that involves a sexually frustrated housewife(Angie Dickinson),her teenage son(Keith Gordon),her psychoanalyst(Michael Caine),and a high price call girl(Nancy Allen).The murderer in the film is a transsexual named Bobbi who is also one of Caine's patients.The film is full of breathtaking moments:the infamous elevator murder scene is extremely stylish and pretty gory as well.Highly recommended.",1
10321,As Most Off You Might off Seen Star Wars: Return Off The Jedi You May Knows Its A Good Movie But As You Might Have Seen On Video They M|might have a party At The end And They Just Probably End The Movie with the party with no a spirits or anything But on the original one (Live TV) When they are Partying But before i say more when Ben obi-wan dies in the Imperial Ship Or Death Star They Saw him Disappear And Yoda Dies From Either Old Age Or Internal Illness But because Luke killed Darth Vader (Real Name: Anakin Skywalker) When They All Are Partying At The end when Luke Or Someone Stops the Spirits Off Ben And Yoda Stands Starring At Him And Smiling While Another Spirit Appears Is its Darth Vader but not as A Sith As The Old Usual Selve off Him And Started Smiling with Ben And Yoda I reckon That made the movie ending a little bit interesting But the Producers or anyone should off made a spirit off Padme And Mace Windu And Other Jedis that got killed with Younglings Under There Arms in the back ground,1
15797,"I've read a few books about Bonnie and Clyde, and this is definitely MORE accurate than the Beatty/Dunaway version, in that its costumes and locales echo actual photographs taken of the gang. Particularly well done is the death of Buck Barrow, and the capture of his wife Blanche. This actress looks looks exactly like the photographs taken that day of Blanche grieving over her dying husband. However, this movie is still Hollywood, and our anti-heroes stay pretty to the end, even after being shot full of holes (in life, Bonnie was badly burned in an auto accident the year before their famous ambush, and did not look like a perky cheerleader at the time of her death). The script is tedious, and the acting is poor, particularly the leads. Very disappointing. Stick with Beatty and Dunaway. Their's may not be ""the true story,"" but it's a great film.",0
3265,"This is one of Joan Crawford's best Talkies. It was the first Gable-Crawford pairing, and made it evident to MGM and to audiences that they were a sizzling team, leading the studio to make seven more films with them as co-stars.<br /><br />The film convincingly depicts the downward slide of a brother and sister who, after their father loses everything in the stock market crash, must fend for themselves and work for a living. Life is hard in the Depression, and soon even their attempts at finding legitimate work prove futile, and they resort to underworld activity. <br /><br />Joan Crawford is excellent as the socialite-turned-moll. She's smart, complex, and believable. She even tempers the theatrical stiffness of the other actors' early Talkie acting style. Clark Gable is a diamond-in-the rough, masculine and gruff as the no-nonsense gangster who becomes involved with Crawford's character. The same year he would play a similar and even more successful role opposite Norma Shearer in ""A Free Soul"", securing his position as top male sex symbol at MGM.<br /><br />If you like Crawford in this type of role, don't miss ""Paid"", which she did a year earlier, which is also among her best early Talkie performances.<br /><br />",1
18242,"This movie is not as good as all think. the actors are lowlevel and the story is very comic-like. I respect fantasy but Lord of the Rings is fantasy...Conan..is fantasy...THIS IS JUST NORMAL HK-LOWPRICE-ENTERTAINMENT...Why did they include this Splatter-tongue, it makes everything worse. The only good thing is the cinematography and the cutter's Job.",0
6561,"A clever, undeniably entertaining romp starring Peter Ustinov as a career embezzler with his sights set on a US conglomerate in London. He's abetted by foxy (and deceptively sharp) Maggie Smith and threatened with exposure by jealous company man Bob Newhart. This is a heist film with a lot of brains. Ustinov is exceptional as is Smith and Newhart is quite funny. The real surprise is Karl Malden, as the pill popping ""executive vice-president."" Malden has seldom been so loose. Cesar Romero and Robert Morley pop up in some funny cameos. The excellent music score is by Laurie Johnson. Eric Till's direction is brisk and the script by Ustinov and Ira Wallach is first-rate & very smart. A swinging good time!",1
16276,"Well, the big money machine has done it again! Disney very shrewdly takes advantage of morons like myself who feel we must own every video (good or bad) stamped with the Disney moniker. Why is it that I continue to look forward to these ""sequels"" which make Don Bluth on a bad day look like Leonardo DaVinci? Cinderella 2 consists of three storylines (already a poor choice!) Doesn't one of the most endearing Disney creations at least deserve a linear story? Of these three, only the last comes anywhere near the quality of animation and storytelling that I would expect. The music is atrocious and modern (meaning in 2 years it will already be dated) and adds nothing to the story. Why does everything have to be updated? You know, the original cartoon is still popular because of its timelessness, so why not be respectful and true to the original with songs that reflect the same style? Gee, I can't wait for a sequel to Sleeping Beauty. Instead of music based on the themes of Tchaikovsky, we'll get music inspired by Britney Spears!!! So Disney, if you're listening, remember we're not all indiscriminate children out here. How about throwing a bone or two to the fans who've been around long enough to know the difference between craft and crap?",0
15832,"*Possible Spoiler*<br /><br />'Return to Cabin by the Lake' is a useless movie. The acting was not good and the plot wasn't even remotely interesting.<br /><br />'Cabin by the Lake' is a good TV movie. The sequel was not. Judd Nelson was very good in the first film and put a whole lot more into his character than in this. It seemed as if HE wasn't even interested in doing the sequel. His acting was good but it could have been better. I really don't want to comment on the rest of the cast because in my opinion, they're not even worth mentioning. But I'll do it. The character of Alison isn't even hardly shown in the first part of the film. All of a sudden she's the center of attention next to Stanley Caldwell. The role didn't make sense and it should have been thought out a little better. Dahlia Salem was absolutely terrible. Her acting was way below decent and the casting people should have looked for somebody else, anybody else. The director, Mike, was a confusing character. He seemed to have a purpose for being there but it didn't seem like his death was necessary. The acting for this role was good, nothing great but better than Salem's.<br /><br />The plot was real lousy if you think about it. Stanley, who is presumed dead, makes his way onto the set of 'Cabin by the Lake', the movie based on his script. He stumbles upon the director and in a short time, the director is dead and Stanley is running the show. Yeah, out of nowhere the crew is just going to let this stranger come into the picture and finish the film not knowing anything about him. There's some killings, not a whole lot, and the one's that are shown are ridiculous. One of the actresses on the set gets electrocuted while filming a scene. Another character gets chewed up by a motorboat. And one gets tangled up in a plant before drowning. These writers must have been hard up for excitement.<br /><br />I just have to say that I was not impressed with the filming of the movie. The way that it kept changing from looking low budget back to normal started to become irritating very fast. Also, the new cabin by the lake was poorly created. We aren't shown it but only in a few scenes, and the whole thing with the chain in the basement was useless. It worked in the first film only because we were shown the room a lot more, but it didn't work in this one.<br /><br />There were too many characters in this sequel. All of them except for a few had no reason to be there. The acting of what little is showed was really bad and...they just didn't have a purpose in this movie.<br /><br />All in all, 'Return to Cabin by the Lake' is a sequel picking up from where the first left off. 'Cabin by the Lake' I can take but this was just not impressive. Judd Nelson should have avoided this one and so should you. It's nothing like the first and it went entirely too slow. Nothing happened in the first hour and it continued to drag on for the second. Not to mention that the writing was horrible. Put this on only if you need some help getting to sleep.<br /><br />So, we see that Stanley defies death and is still alive and well. By the way he talks, it sounds like there could be a possible third installment to a movie good just by itself. Quit throwing in sequels and we may be alright!<br /><br />(Did the film makers not realize that they showed us how they filmed the lake scenes from the first one? They were all done in a tank. Never, never reveal the secrets of filming.)<br /><br />",0
9489,"When you typically watch a short film your always afraid that the person creating the film tries to throw too much into it. That's not the case with this one. A great story about a young girl who's had enough and other worldly forces trying to help make things right.<br /><br />Eric Etebari does a wonderful job of representing the spirit of twisted justice and helps to convey the complexities of the blurred line of right and wrong.<br /><br />Both the young girl and the father give great performances in this wonderful short film, but Eric's performance is definitely the show stealer in this story.<br /><br />I definitely recommend this film for it's complexity, performance, and great over all story.",1
20889,"this seemed an odd combination of Withnail and I with A Room with a View.. sometimes it worked, other times it did not. tragedy that they changed the name for the US release though.. Keep the Apidistra Flying is much better than the nothing title A Merry War. acting was okay, script was okay.. overall it was a mediocre film..",0
6692,"This, I think, is one of the best pictures ever made. It's so pure and beautiful. It really touched me. I'm glad David Lynch proved that a film doesn't necessarily need SFX, a twisting, complicated plot or flashy images. Way to go,Dave. I'd like to see Cronenberg do that!",1
19052,"This is a bad B movie masquerading as a mockumentary. The porn documentary filmmaker in the movie has almost as much screen time and dialog as any other character. That completely destroyed any ""documentary feel"" that they may have wanted to create.<br /><br />The fact that the film is not actually a mockumentary is the least of it's problems. The film is not funny. The film is not sexy. The film doesn't have anything insightful to say about the porn business. It's not even particularly salacious. While there's simulated sex, the amount of nudity is mild for an R rated film.<br /><br />Someday, someone will make a good mockumentary about the porn industry. This is not it.",0
21957,"There are some really terrific ideas in this violent movie that, if executed clearly, could have elevated it from Spaghetti-western blandness into something special. Unfortunately, A TOWN CALLED HELL is one of the worst edited movies imaginable! Scenes start and end abruptly, characters leave for long stretches, the performances (and accents) of the actors are pretty inconsistent, etc.<br /><br />Robert Shaw is a Mexican(!) revolutionary who, after taking part in wiping out a village, stays on to become a priest(!)...ten years later the village is being run by ""mayor"" Telly Salavas. Stella Stevens arrives looking for revenge on the man who killed her husband. Colonel Martin Landau arrives looking for Shaw. They all yell at each other A LOT and they all shoot each other A LOT. Fernando Rey is in it too (as a blind man). The performances aren't bad, but they are mightily uneven. Savalas has an accent sometimes as does Landau (who is really grating here). Shaw and Rey prove that they are incapable of really embarrassing themselves and Stevens looks pretty foxy (if a bit out of place amongst the sweaty filth).",0
6390,"This group of English pros are a pleasure to watch. The supporting cast could form a series of their own. It's a seen before love tiangle between the head of surgery, his wife, and a new pretty boy surgery resident. Only the superior acting skills of Francesca Annis, Michael Kitchen, and the sexy Robson Greene lift this from the trash category to a very enjoyable ""romp"". The only quibble is that it's hard to accept that the smoldering Francesca Annis would fall in love and actually marry Michael Kitchen, who like me, is hardly an international, or even a British sex symbol. You can readily understand why Robson Green would light her fire, with apologies to the ""Doors"". The guy who almost steals the show with a great ""laid back"" performance is Owen's father David Bradley. Watch him in ""The Way We Live Now"", in a completely different performance, to get an idea of his range. Daniela Nardini as Kitchen's secretary, sometime sex toy, is hard to forget as the spurned mistress who makes Kitchen sorry he ever looked at her great body. Conor Mullen, and Julian Rhind-Tutt, as Green's sidekick surgery buddies as I've said could have their own series. They are that good. The whole thing is a great deal of fun, and I heartily recommend it, and thank you imdbman for letting the paying customers have their say in this fascinating venue.",1
20833,"I really did like this show, once upon a time. That is, until I realized all the faults in it. It's so unrealistic. I know it's fiction, but it isn't even the slightest bit believable. Here's why. **Spoilers ahead folks...** Are we really supposed to believe that a kid like Yugi would be descended from a Pharaoh of ancient Egypt? C'mon! He's the biggest nerd on the face of the Earth. And what's up with the Pharaoh (a.k.a. Atem and/or Yami's) hair? Last I checked, Pharaohs were shaved (except for a small bit of hair atop the head) and wore fancy hats.<br /><br />And, are we supposed to be convinced that an evil wealthy boy genius, named Seto Kaiba, can legally run a successful business while still having time to go to a shoddy little school like 'Domino High'? Puh-leeze! First off, he'd have to legally be an adult to run a company. And that would make him not really all too much of a boy genius, since he'd be the only adult in his class. And second off, why would he attend a school like 'Domino High', when his business is clearly successful enough for him to attend a fancy snobbish academy? Plus, the side plots with his little brother are so sappy and lame. Every time you turn around, that kid's been kidnapped by goons for the baddie. *yawn* Nothing new, nothing new.<br /><br />Joey is the poor kid, who lives with a good-for-nothing father. It says that Joey earns all the money to attend his school, because his father's an alcoholic, but you never once see Joey do anything that resembles work. He doesn't even mention work. And his sister Serenity is a complete moron. Why would she choose a snob like Duke (who dressed her brother in a dog costume and publicly humiliated him on television) over a nice guy like Tristan? Is she really that clueless? Various characters throughout the show, get possessed by demonic forces, get their souls stolen by demonic forces, and fall prey to mental illness. (Oh, that's child-safe, NOT.) Tea is the typical girl-next-door type, whose only purpose is to be Yugi/Yami's girlfriend. And while she has some cool points to her, she just doesn't have enough time to shine as a main character.<br /><br />The animation is simply awful. All the characters look sickly and anorexic. The perspectives are terrible (especially when they do close-ups of somebody's hand) and the colors look good, but not stellar.<br /><br />But the worst plot hole to the series was the fact that Yami says that his Millennium Puzzle can send souls back to their bodies. If this was so, how come he didn't save Yugi's Grandpa in the first place, when Pegasus stole his soul, and save himself the trouble of getting it back?<br /><br />All it really is, is a commercial for itself. The only plus side to it is ""Yu-Gi-Oh: The Abridged Series"" by LittleKuriboh.<br /><br />Please. Do something more worthwhile. Like, watch the Abridged version.<br /><br />1/10",0
346,"Jim Carrey is back to much the same role that he played in The Mask, a timid guy who is trying to get ahead in the world but who seems to be plagued with bad luck. Even when he tries to help a homeless guy from being harassed by a bunch of hoodlums (and of course they have to be Mexican, obviously), his good will towards his fellow man backfires. In that case, it wasn't too hard to predict that he was about to have a handful of angry hoodlums, but I like that the movie suggests that things like that shouldn't be ignored. I'm reminded of the episode of Michael Moore's brilliant The Awful Truth, when they had a man lay down on the sidewalk and pretend to be dead and see who would actually stop and make sure he was okay. The results were not very promising, so it's nice to see someone in the movies setting a good example.<br /><br />Jim Carrey plays the part of Bruce Nolan, the nice guy mentioned above whose entire life seems to be falling apart. Or even better, it seems to be breaking up by the blows of bad luck like an asteroid entering the atmosphere (a little metaphor that comes up when Bruce miraculously finds himself a gigantic news story later in the film). Bruce is nearly 40 years old and all he has to show for it is a position as a news reporter of the sort that reports on such exciting news as the local bakery that's seeking to bake the world's biggest cookie. He's desperate to obtain the job of head anchor at the TV station, but he loses his cool on live TV when he hears that the job went to his rival colleague. You have to love how they time the revelation of this news to him seconds before his first live report. Needless to say, he loses his temper on live TV in one of the funniest scenes of the entire film.<br /><br />Morgan Freeman delivers a fantastic performance as the Man himself, displaying a God whose infinite wisdom is somewhat reflected through Freeman's massive talent as an actor. He is the kind of God who takes his job very seriously, but in such a way as to advise his followers (as well as the viewers of this movie) that there are times when you need to slow down and do some manual labor in life. I love his line that some of the happiest people in the world come home smelling to high heaven at the end of the day. There are a lot of people in the world (maybe more than our share in America) who are so absorbed by their money and their possessions and their jobs and everything that they completely lost touch with the natural side of themselves as humans.<br /><br />One of the biggest strengths is that the movie is able to provide great advice to people in general about improving their lives, and this message is clear and acceptable regardless of the viewer's religion. I, for example, tend to reject organized religion in all forms and I see God and Satan to be metaphors for different aspects of nature and human psychology rather than actual figures who ever lived or continue to live. But despite the fact that I don't believe that God exists as an entity overseeing the universe or as a janitor dressed all in white who mops the floors of his downtown office in his spare time, I was able to appreciate the messages that were delivered in this movie.<br /><br />Jim Carrey's movies display this fantastic evolution that ties them all together and makes the newer ones look even better just because you can see how far he's come. If you compare Bruce Almighty with movies like Ace Ventura (both of which I loved, by the way) or a lot of what he did before he got into film, it's amazing how far he's come. He has moved from cheesy TV comedy to cheesy comedic films to comedies that are truly intelligent and meaningful like this film as well as others like The Truman Show, Man on the Moon, and The Majestic (easily one of his greatest films ever). Jim Carrey has unmistakably moved from the cheesy comedy of his past to become one of the most important comic actors working today.<br /><br />Jennifer Aniston also once again provides an excellent addition to the movie (as she did in the side-splitting Office Space) as Bruce's girlfriend, who becomes increasingly exasperated by Bruce's growing stress about his life as well as his negligence to ask her to marry him. There is definitely some low-brow comedy in the film that doesn't really fit with the importance of the film's meaning or the quality of the delivery, such as the dog reading the newspaper on the toilet and the whole monkey scene, but it was definitely pretty nice to see Ace Ventura's friend Spike make a cameo appearance. As Stephen King very well knows, it's always nice to see familiar characters. It's almost like seeing family again.<br /><br />Bruce is endowed with the powers of God for a given period of time so that he can understand life a bit better, and he says a lot about himself when he uses the powers only for his own purposes rather than to help all of the people who pray to him. The thing I love about this is that, like I said before, religion is absent from my life, but I was able to watch this and learn a lot about myself as well by thinking about what kinds of things I would have done had I been endowed with such powers. The movie allows us to learn vicariously this way, which empowers the message even more.<br /><br />The scenes that involve the news station are easily the funniest in the entire film, such as the scene when Bruce loses his temper about the anchor position, the Jimmy Hoffa scene (who was conveniently buried with an original birth certificate and a complete set of dental records), the scene where Bruce's rival colleague is made to go nuts on camera, and my favorites, the ones at the beginning and the end involving the local bakery's cooking. The movie has plenty of time for Carrey to deliver some excellent jokes, such as when he says to God (who reveals that he's the janitor, the proprietor, the electrician, etc) that his Christmas parties must be real bashes, and to be careful about drinking, because on of him might need a ride home! I also loved the end when he says that behind every great man is a woman rolling her eyes. A little too true, and as Gallagher would add, behind every great man is also an amazed mother-in-law.<br /><br />Bruce Almighty is one of the more memorable comedies to have come out for quite a while, and is probably the only directly religious that I can remember seeing that I am anxious to buy on DVD to add to my personal collection. It is a comedy written and performed in good taste, but with enough relatively low-brow humor to keep the kids entertained. This is a meaningful comedy for the whole family, which is becoming rarer and rarer these days. In a world that is about to be flogged with yet another American Pie film AND another Scary Movie (which are only scary because of their sheer barbarous idiocy), it's nice to see that there are still people making comedies worth watching. Don't miss this one.",1
8203,"Easily the greatest low budget horror film of all time. I first saw this movie when I was around nine years of age, and I have to say that it scared the hell out of me. Now that I'm all growed up, however, I see this movie for what it really is... a work of genius. Everyone, or at least everyone with any taste, has dreamed of seeing a snowman going around killing people, even if they won't admit it. I have always found something genuinely frightening about snowmen, so naturally, for a horror junkie such as myself, thismovie was a dream come true. Some people say that this movie is silly, or otherwise void of any intelligence... it's a movie about a serial killer snowman, what the hell did you expect? Anyone who gave this film a low score is obviously too uptight to sit back and have a good laugh at stupid one-liners and cheap gore. I love this movie for what it is, a comedy, and until the movie industry wises up and makes a serious horror flick about a killer snowman (which seems impossible, unfortunately) I will forever hold this great piece of indie horror close to my heart.",1
